FECHA DE CREACION,AUTOR,TEXTO,ANÁLISIS DE SENTIMIENTOS,POSITIVOS,NEGATIVOS,NEUTROS
Thu May 21 12:35:16 +0000 2020,Raul Rodriguez M. MD,Muertes acumuladas vs nuevas muertes atribuidas x covid 19 comparativo Ecuador Brasil El relajamiento en el aislamiento la irresponsabilidad politica y d la comunidad nos permite ser pesimistas en cuanto a lo q se espera en la crisis solo en Guayaquil Fuente analisis ft ,0,,,1
Thu May 21 12:34:03 +0000 2020,Andrea Morla Casis,EstebanOrtizMD El Covid 19 le queda corto a el virus de la corrupcion que vivimos en Ecuador gobierno del cual usted protege senor EstebanOrtizMD usted sale en cadenas nacionales con el mentiroso del DrJuanCZevallos basta de mentiras e hipocresias,0,,,1
Thu May 21 12:32:34 +0000 2020,Cuenca Azuay,Una imagen de la Justicia en Ecuador que LeninMoreno Y su circulo de Teletubbies encubren INAPapers y su Secretaria Anticorupcion olvidaron actuar Romo Granda Covid 19 Roldan Ruptura25 ElPeorPresidenteDeLaHistoria ElPeorGobiernoDeLaHistoria ,0,,,1
Thu May 21 12:30:00 +0000 2020,EcuadorTV,La plataforma cuenta tambien con informacion actualizada sobre temas relacionados a covid 19 como medidas de prevencion cambios en el acceso a servicios gubernamentales informacion sobre acceso a salud y educacion V ,0,,,1
Thu May 21 12:30:00 +0000 2020,Al Grano Press, Podcast Las cifras de desempleo en Ecuador estan camufladas tras categorias asociadas al empleo informal Las personas en trabajos precarizados son tomadas en cuenta igual que quienes cuentan con un empleo pleno ,0,,,1
Thu May 21 12:27:58 +0000 2020,LoLa [?],EstulinDaniel En oriente nunca han dudado en el uso de mascarillas la polemica solo existe en occidente Muere por Covid 19 Violeta Avila concejal de la Manta Ecuador probablemente de haber usado mascarilla hubiera muerto igual No lo se le toco el karma del 2 ,0,,,1
Thu May 21 12:15:38 +0000 2020,juliob,El epicentro de la pandemia de Covid 19 se ubica en AmericaLatina con los ejemplos mas desastrosos en Brasil y Ecuador naciones victimas de una pesima gestion gubernamental indiferente ante el sufrimiento y la muerte BolsonaroGenocida MorenoEsCorrupcion ,-1,,1,
Thu May 21 12:12:26 +0000 2020,BG, Ecuador en plena pandemia de Covid 19 despide a mas de 400 personas del personal de Salud Ec en Manabi y Santo Domingo Es insolito lo que el Gobierno de LeninMoreno le hace al pais El colmo del cinismo sin contar todos los despidos en general soyfdelrincon SOSEcuador,-1,,1,
Thu May 21 11:51:41 +0000 2020,Arlisistem fabrica de software,Quieres iniciar en las Ventasonline contar con un equipo de expertos en el primer paso para lograr el exito ecommerce Ecuador emprenderonline ecommerce empreendorismo vendermais cuarentena covid 19 crisis Caracas venezuela arlisistem ,-1,,1,
Thu May 21 11:51:12 +0000 2020,La Radio del Sur,Sigue emergencia en Ecuador en una semana la ciudad de Quito duplico sus casos de COVID 19 ,-1,,1,
Thu May 21 11:47:38 +0000 2020,ElPeriodicoDO,Ecuador suma 49 muertos en 24 horas y contagios por COVID 19 llega a 34 854 ElPeriodicoDO,-1,,1,
Thu May 21 11:42:05 +0000 2020,Andres Romero-Carvajal,PUCE Ecuador La mejor evidencia esta en las respuestas a mi comentario Hay una industria que usa sectas adoctrinados y Trolls Pipo es 3en1 para defender su negocio Para aprovecharse de la ignorancia y la desesperacion de la gente Covid 19 MMS CdS estafadores,0,,,1
Thu May 21 11:20:04 +0000 2020,El Pitazo, Lara 10 casos de COVID 19 fueron anunciados por la gobernadora Carmen Melendez el 20May Ocho de los casos son importados de Ecuador y Colombia ,0,,,1
Thu May 21 11:16:27 +0000 2020,Yayi Villegas,Gatosylvestre tenes que ver este video de esta concejala de Manta Ecuador quien acaba de morir de covid 19 y esto recomendaba de no usar mascarillas en una entrevista del 26 04 20 ,0,,,1
Thu May 21 11:14:52 +0000 2020,Alejandra Rodas,En Ecuador habra mas desempleados por las medidaseconomicas que contagiados Covid 19 aguantaquepueshijuepxta NoAlRecortePresupuestario EcuadorEnCrisis cuarentena,-1,,1,
Thu May 21 11:00:11 +0000 2020,ElPeriodicoDO,Ecuador suma 49 muertos en 24 horas y contagios por COVID 19 llega a 34 854 ,-1,,1,
Thu May 21 10:38:22 +0000 2020,Gianlucca Barni,El futbol se reanudaria en Ecuador en julio con un plan B incluido Si se extiende la pandemia del COVID 19 en el pais se activara un plan B que supondria la disputa de dos octogonales siempre y cuando la situacion sanitaria lo permita via diarioas,0,,,1
Thu May 21 10:17:42 +0000 2020,Torres y Carrera, El proximo martes webinar con OscarKaufmann y EDUARDOCASTROU Como sera la comunicacion tras Covid 19 Para ir abriendo boca descubre las diferencias que ha presentado la crisis institucional en Mexico y Ecuador en el informe de GrupoCOMbyCOM ,-1,,1,
Thu May 21 10:15:07 +0000 2020,Comissao Pro-Indio,ECUADOR I Hay dos casos confirmados de COVID 19 en la comunidad waorani de Miwaguno Por lo menos 10 personas presentan sintomas asociados y un anciano murio pero no se le realizo ninguna prueba ,0,,,1
Thu May 21 10:04:14 +0000 2020,Candanguera,Lenin jguaido DOS MALDITOS EN ACCION ECUADOR LA GENTE CAE COMO MOSCA MUERTAS EN LA CALLE POR COVID 19 Y EL AISLADO PARA NO ENFERMAR POR ALGO ESTAS POSTRADO EN ESA SILLA DE RUEDAS JUSTICIA DIVINA DIOS PARA ESTAS DOS LACRAS,0,,,1
Thu May 21 10:01:01 +0000 2020,Medical Zirigoza Group, Venezuela confirma alza record con 131 nuevos casos de covid 19 toque de queda en tres municipios El Comercio Ecuador Medical GroupZirigoza,0,,,1
Thu May 21 09:16:00 +0000 2020,Medical Zirigoza Group, Tres cantones de Azuay no registran casos de covid 19 mantienen en rojo por seguridad El Comercio Ecuador Medical GroupZirigoza,-1,,1,
Thu May 21 09:06:18 +0000 2020,Santiago Lopez,Cuando la pandemia del Covid 19 esta en su punto mas algido en Ecuador como parte d un paquete d medidas economicas se despide a personal sanitario Una actitud criminal del gobierno d Lenin Moreno Asi gobierna la derecha ElPeorGobiernoDeLaHistoria ElGobiernoDeLaFosaComun ,-1,,1,
Thu May 21 09:00:00 +0000 2020,NIUS, America Latina suma ya mas de 500 000 casos de COVID19 una cuarta parte de los contagios en el continente ,-1,,1,
Thu May 21 08:57:04 +0000 2020,Hector Gramajo,ESCUCHALA Violeta Avila Consejal de Ecuador Decia que el Covid 19 no mata No gasten plata en mascarillas AYER MURIO INFECTADA AlbertoNosCuida QuedateEnCasa ,-1,,1,
Thu May 21 08:40:25 +0000 2020,Ca(r)la Paol[?] #BastaDeDespidos,En Ecuador sus muertos no son por covid 19 es por el maldito Gobierno Un gobierno a merced del capitalismo y arrodillado frente a los periodicos Volveremos NoALosDespodos Lenin aguantaquepueshijuepxta ,-1,,1,
Thu May 21 08:40:05 +0000 2020,Luis Aguirre,COVID 19 NACIO EN CHINA CRECIO EN ITALIA ESTUDIO EN USA Y VINO A Ecuador A HACER NEGOCIOS ,0,,,1
Thu May 21 07:00:00 +0000 2020,El Sol de Zacatecas,Ecuador cerrara embajadas y reducira personal diplomatico en Venezuela Mexico o Iran y eliminara empresas estatales ,0,,,1
Thu May 21 06:23:52 +0000 2020,Benji Aguagallo Urena,La incompetencia del PeorGobiernoDeLaHistoria pone en peligro nuestros pueblos ancestrales Covid 19 ,0,,,1
Thu May 21 06:02:57 +0000 2020,Xavier Donoso,Segun un estudio realizado por la Oficina para los Paises Andinos de la OIT y su Departamento de Proteccion Social el COVID 19 amenaza la sostenibilidad de las pensiones de invalidez vejez y muerte en Ecuador ,-1,,1,
Thu May 21 05:56:08 +0000 2020,Claudia Andrade,Este tema del acceso a Internet aun es una asunto pendiente en provincias y la senal celular tambien Ecuador Covid 19 JuntosEcuador ensenanzaremota,-1,,1,
Thu May 21 05:42:57 +0000 2020,Alexis Sanchez Mino,En Ecuador son 15 mil fallecidos por Covid 19 diferencia defunciones 2020 hasta abril con los promedios de los ultimos tres anos por lo que siendo 17 millones tendriamos 1133 fallecidos millon hab Al Diablo con los mentirosos datos oficiales Alguien lo duda ,-1,,1,
Thu May 21 05:42:00 +0000 2020,Medical Zirigoza Group, Brasil supera los 1 000 fallecidos por covid 19 en 24 horas El Comercio Ecuador Medical GroupZirigoza,-1,,1,
Thu May 21 05:37:50 +0000 2020,VanguardiaVeracruz,La concejal ecuatoriana Violeta Avila murio por complicaciones respiratorias hace dos meses publico que no creia en la letalidad del coronavirus ,0,,,1
Thu May 21 05:27:54 +0000 2020,Principe del Rap en Sivar., Ecuador Fallece Concejal de Manta la Dra Violeta Avila por coronavirus la funcionaria semanas atras hizo un polemico video en donde aseguraba que la pandemia no era grave y que no servia de nada usar mascarillas Tras contraer la infeccion del Covid 19 Sigue hilo ,-1,,1,
Thu May 21 04:53:57 +0000 2020,Lina,Impacto de la Covid 19 en la educacion superior del Ecuador posibles acciones de mitigacion via confirmadonet,-1,,1,
Thu May 21 04:52:26 +0000 2020,gonzalo moromenacho, ESTAMOS DOBLANDO LA CURVA CURVA DE ECUADOR TAN JODIDA COMO USA Y TAN BIEN COMO SouthKorea en los ultimos 15 dias se toman 19 000 muestras para deteccion de Covid 19 y hay 24 000 pruebas esperando resultados escala logaritmica EmergenciasEc ,-1,,1,
Thu May 21 04:50:26 +0000 2020,Andres Palazon,jguaido Lenin Puntos tratados por el gobierno internarniano i 1 Consejos para el acne producido por consumo de psicotropicos 2 Consejos para regar el Covid 19 en Venezuela tanto como lo hay en Ecuador 3 Consejos para robar desde una silla asi no sea de ruedas 4 Se escucho aqui,-1,,1,
Thu May 21 04:49:54 +0000 2020,Don Victor,Mas de 1 500 muertos en 24 horas por COVID 19 en EEUU EEUU Chile Argentina Colombia Panama Ecuador Espana CoronavirusEc Coronavirus,0,,,1
Thu May 21 04:43:53 +0000 2020,IVAN GARCIA MAYER,Guayaquil vuelve a la vida despues de dos dramaticos meses de cuarentena por el coronavirus FOTOS COVID19 Covid 19 via elcomercio peru,0,,,1
Thu May 21 04:38:43 +0000 2020,Diario La Republica #YoMeQuedoEnCasa, La dimension del coronavirus es irrepetible dice intensivista en Quito ,0,,,1
Thu May 21 04:36:13 +0000 2020,Vicente Arevalo,MyrianeLibre ElsaEstupin Guiller18108073 damzmolina tonhersan BastaImpunidad MarthaLuMed FCK chi ecuador real MelidaJumbo indignada2016 ecucol anabella2586 Ofrece el mismo remedio para el autismo cancer malaria sida y ahora coronavirus obviamente vendiendolo de una manera altruista desde su site Que podria ir mal Nada excepto unos malgastados en un toxico y danos irreversibles a los rinones ,0,,,1
Thu May 21 04:35:15 +0000 2020,Tania Orbe, Ecuador es el epicentro de COVID19 en AmericaLatina Aqui mi apreciacion de nuestro triste panorama en un articulo de mi colega brasileno AndreBiernath para revistasaude ,-1,,1,
Thu May 21 04:32:06 +0000 2020,cubanosypunto, Las democracias fuertes como EEUU Chile Brasil y Ecuador estan haciendo un gran papel en el enfrentamiento al covid 19 DISCULPEN TenemosMemoria,-1,,1,
Thu May 21 04:30:00 +0000 2020,DIARIO DE XALAPA, Ecuador El gobierno ya habia cerrado legaciones en Argelia Nigeria Bielorrusia Etiopia y Angola ,0,,,1
Thu May 21 04:12:04 +0000 2020,V.J. Los Arcos Ayape,Es Violeta Avila medico y concejala de Manta Ecuador Aseguraba que el coronavirus no es mortal y no hacian falta mascarillas Fallecio en el unico hospital de Manta que trata la COVID 19 Xlapitz DaniAlvarezEiTB gara iiriondo jrekarte naiz info AhotsaInfo urru urru ,-1,,1,
Thu May 21 04:10:36 +0000 2020,EL PAIS America,Muertos por Covid 19 en America EE UU 93 439 Brasil 18 859 Canada 6 150 Mexico 6 090 Peru 3 024 Ecuador 2 888 Colombia 630 Chile 544 Argentina 403 Cuba 79 El Salvador 32 Nicaragua 17 Venezuela 10 HILO lilosiete,0,,,1
Thu May 21 03:57:14 +0000 2020,milagrosleiva,Coronavirus en Ecuador Guayaquil despierta a la vida despues de dos dramaticos meses de cuarentena por el COVID 19 FOTOS nndc Latinoamerica El Comercio Peru ,-1,,1,
Thu May 21 03:54:13 +0000 2020,[?] Cisne ,Solo en Loja pasara eso A la final no se que color tendremos manana solo nos queda portejernos porque autoridades no tenemos loja Ecuador Covid 19 ,0,,,1
Thu May 21 03:50:12 +0000 2020,CB Television, Enterate CBNoticias En la prision de Ambato se detectaron 420 personas que fueron inicialmente detectadas como covid 19 positivos ,-1,,1,
Thu May 21 03:46:38 +0000 2020,Datos Coronavirus,Los 10 paises con mas fallecidos por COVID19 en America 1 EE UU 94 994 2 Brasil 18 894 3 Mexico 6 090 4 Canada 6 031 5 Peru 3 024 6 Ecuador 2 888 7 Colombia 630 8 Chile 544 9 Rep Dominicana 446 10 Argentina 403 Covid 19 COVID19 COVID 19 COVID2019,0,,,1
Thu May 21 03:43:55 +0000 2020,DW Espanol,Las ultimas noticias sobre COVID19 Suben casos en Panama dice MINSAPma EEUU pasa de 1 55 millones de contagios segun JohnsHopkins Aumentan casos en Colombia dijo MinSaludCol IATA pide retirada de requisito COVID 19 para volar a Ecuador ama ,0,,,1
Thu May 21 03:42:19 +0000 2020,Ana Lisa Meltrozo,Etapa de pandemia en el Ecuador la gente no puede dormir porque perdio su trabajo o tiene miedo de perderlo le rebajaron o le rebajaran el sueldo El Covid 19 ya no es una preocupacion ,0,,,1
Thu May 21 03:40:41 +0000 2020,Datos Coronavirus,Los 10 paises con mas casos de COVID19 en America 1 EE UU 1 591 991 2 Brasil 293 357 3 Peru 104 020 4 Canada 81 575 5 Mexico 56 594 6 Chile 53 617 7 Ecuador 34 854 8 Colombia 17 687 9 Rep Dominicana 13 477 10 Panama 9 977 Covid 19 COVID19 COVID2019,0,,,1
Thu May 21 03:40:24 +0000 2020,rafael lopez aliaga,Hasta Guayaquil esta superando el Coronavirus Y Vizcarra ,0,,,1
Thu May 21 03:37:04 +0000 2020,ADALBERTO LLINAS (r)[?],Casos y fallecidos de Covid 19 en la region respecto de su poblacion Ecuador Peru Brasil letalidad superior al promedio Muestra la debilidad de su sistema de salud y de politicas publicas eficientes para evitar la propagacion ,0,,,1
Thu May 21 03:34:24 +0000 2020,IsabelinaD,En serio que en Venezuela 30 millones de habitantes solo han muerto DIEZ PERSONAS por el Covid 19 Y en Ecuador vamos MILES y somos casi la mitad d poblacion que ellos NicolasMaduro vela por el pueblo Lenin vela por el y su mediocridad e ineptitud nos mata Hechos ,1,1,,
Thu May 21 03:33:28 +0000 2020,^ Ay aja weee,Concejal de Ecuador fallece por covid 19 casi decia q era Un Gripon como aquel de aqui en el pais solo Dios con uno ,0,,,1
Thu May 21 03:27:16 +0000 2020,Charles Lewis,YSandinista KikeSalsero Somos2V Mayi taa HaniSa 1992 H21Lesbia nic melcocha M0R1TA mijamart88 Hola Me permites hacerte una pregunta sobre la situacion del pueblo nicaraguense con respecto al COVID 19 Escuche hace un par de horas en un programa cristiano que se emite simultaneamente desde Bolivia y Ecuador una queja de gente nicaraguense Sigo,0,,,1
Thu May 21 03:22:15 +0000 2020,jose  falcones,javidavilam Donde sea se cuecen habas no solo los ladrones estan en Ecuador aprovechandose se la crisis del covid 19 sino q en muchos lugares mas Es una lastima q se aprovechen de la desgracia de las personas Estos infames son unos miserables,-1,,1,
Thu May 21 03:19:15 +0000 2020,Soraya Serrano,Estamos en un barco secuestrado por capitan codicioso que no cuenta con ruta de navegacion y sus partes instituciones estan corroidas por la corrupcion y ya no funcionan por lo que solo nos depara el abismo Ecuador FueraLeninFuera Guayaquil Corruptos Covid 19 CNNEE ,-1,,1,
Thu May 21 03:18:09 +0000 2020,Adriana Mendoza, 593NoticiasInforma La aerolinea chileno brasilena Latam anuncio este miercoles que reanudara desde junio de manera gradual sus operaciones las mismas que estaban restringidas en un 95 por la pandemia del covid 19 ,-1,,1,
Thu May 21 03:05:08 +0000 2020,Enrique Fernandez,fenix2400 YouTube CDS Ecuador Ensayos Clinicos entrevista a presidente AEMEMI Sobre exito total en ensayos clinicos preliminares con Dioxido de Cloro CDS para Covid 19 entrevista el Dr Mauricio Quinonez Mendoza Presidente de la AEMEMI ,-1,,1,
Thu May 21 03:02:22 +0000 2020,elyex.com,Bebe de 27 dias diagnosticado con COVID 19 fue dado de alta del Hospital en Manta elyex Bebe COVID19 ,-1,,1,
Thu May 21 03:00:00 +0000 2020,EcuadorTV,La plataforma cuenta tambien con informacion actualizada sobre temas relacionados a covid 19 como medidas de prevencion cambios en el acceso a servicios gubernamentales informacion sobre acceso a salud y educacion ,-1,,1,
Thu May 21 02:59:56 +0000 2020,Marisol,Una amiga vive en Guayaquil Si esa ciudad de Ecuador donde aparecian cuerpos de personas tirados en las calles por haber fallecido de covid 19 Y ella me escribe de lo mas normal preocupada por los 5 fallecidos de ayer de miwate Nunca la lei preocupada por lo de Guayaquil ,-1,,1,
Thu May 21 02:54:05 +0000 2020,PrimeraPlanaECU, NACIONALES Ecuador se mantiene en emergencia sanitaria ante el Covid 19 aunque hay cantones que relajaron sus medidas de seguridad al pasar de rojo a amarillo La transicion de semaforos mantiene una serie de restricciones Aqui una recopilacion ,0,,,1
Thu May 21 02:51:46 +0000 2020,Fondo de Inversion Ambiental Sostenible FIAS, DiaBiodiversidadEC La emergencia sanitaria por COVID 19 ha expuesto las debilidades sociales en todo el mundo Varias lecciones deben ser aprendidas por las naciones en estos tiempos vulnerabilidad Unete a los eventos que preparamos aqui ,0,,,1
Thu May 21 02:41:58 +0000 2020,Mundo El Comercio, Guayaquil vuelve a la vida despues de dos dramaticos meses de cuarentena por el coronavirus FOTOS ,0,,,1
Thu May 21 02:40:03 +0000 2020,Ivan Altamirano,En plena crisis de Salud Covid 19 en Ecuador el gobierno espide a servidores de la salud Pola piola ,0,,,1
Thu May 21 02:35:33 +0000 2020,Las Noticias,Contagios por covid 19 superan los 34 mil en Ecuador ,0,,,1
Thu May 21 02:34:38 +0000 2020,ContrastesTv.Ec, Opinion Pienso en Lenin y se me viene a la memoria esta frase de Saramago La experiencia me ha ensenado que los peores hijos de puta son los que no tienen aspecto de serlo Ecuador Covid 19 PaquetazoDeMoreno MedidasEconomicas DEFENSORIAEC Quito literatura,0,,,1
